마을명,시군구명,읍면동명,행정리명,편의시설명,편의시설유형,소재지전화번호,소재지도로명주소,소재지지번주소,위도,경도,인허가일자,상세영업상태코드,상세영업상태명,휴무일,운영시간,데이터기준일자
남원1리마을,서귀포시,남원읍,남원1리,피렌체 전기차충전소,전기차충전소,1670-2690,제주특별자치도 서귀포시 남원읍 남원체육관로 280,제주특별자치도 서귀포시 남원읍 남원리 1294-3,33.27983649,126.7152744,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,남원솔내음 전기차충전소,전기차충전소,1670-2690,제주특별자치도 서귀포시 남원읍 남원중앙로 36,제주특별자치도 서귀포시 남원읍 남원리 1273,33.2809133,126.7130327,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,남원생활체육관 전기차충전소,전기차충전소,1899-2100,,제주특별자치도 서귀포시 남원읍 남원리 2337-1,33.2773854,126.7052137,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,남원자동차공업사 전기차충전소,전기차충전소,1833-8017,제주특별자치도 서귀포시 남원읍 태위로723번길 30-24,제주특별자치도 서귀포시 남원읍 남원리 6-1,33.28399827,126.723594,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,제주어향원,전기차충전소,1670-2690,제주특별자치도 서귀포시 남원읍 남태해안로 155,제주특별자치도 서귀포시 남원읍 남원리 91-8,33.27776749,126.7213487,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,남원리 구오일장마당 공영주차장,주차장, ,,제주특별자치도 서귀포시 남원읍 남원리 84-2,33.27887642,126.7213156,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,군민체육관 공영주차장,주차장,,제주특별자치도 서귀포시 남원읍 태위로 551-27,제주특별자치도 서귀포시 남원읍 남원리 2337-1,33.27752348,126.7054601,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,남원 중앙동 공영주차장,주차장,,,제주특별자치도 서귀포시 남원읍 남원리 141,33.27907621,126.7169622,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,동부보건소 공영주차장,주차장,,,제주특별자치도 서귀포시 남원읍 남원리 2490-28,33.27539891,126.7030494,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,남원 비안동 공영주차장,주차장,,,제주특별자치도 서귀포시 남원읍 남원리 180,33.2800576,126.7183357,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,남원읍사무소 옆 공영주차장,주차장,,,제주특별자치도 서귀포시 남원읍 남원리 205-1,33.27982988,126.7203062,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,남원 광지동 공영주차장,주차장,,,제주특별자치도 서귀포시 남원읍 남원리 1514-3,33.28152836,126.7090267,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,남원우체국 북쪽 100m,클린하우스,,,제주특별자치도 서귀포시 남원읍 남원리 1310-3,33.27865814,126.7135446,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,남원1리사무소 앞,클린하우스,,,제주특별자치도 서귀포시 남원읍 남원리 1352-1,33.27756922,126.7154213,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,사무소 북쪽 버스정류장,클린하우스,,,제주특별자치도 서귀포시 남원읍 남원리 207-10,33.28071225,126.7207623,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,사무소 주차장,클린하우스,,,제주특별자치도 서귀포시 남원읍 남원리 198-3,33.27990841,126.7201423,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,장터가든 맞은편 주차장,클린하우스,,,제주특별자치도 서귀포시 남원읍 남원리 84-2,33.27871919,126.721563,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,남원생활체육관 진입로,클린하우스,,,제주특별자치도 서귀포시 남원읍 남원리 1451-4,33.27587041,126.7060614,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,남원LH 아파트 북쪽,클린하우스,,,제주특별자치도 서귀포시 남원읍 남원리 19-6,33.28197803,126.7223202,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,GS25 제주남원점,편의점,064-764-5025,제주특별자치도 서귀포시 남원읍 태위로 680-1,제주특별자치도 서귀포시 남원읍 남원리 107-4,33.27900907,126.719163,2020-01-09,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,CU 서귀포남원길점,편의점,064-726-7050,제주특별자치도 서귀포시 남원읍 태위로 481,제주특별자치도 서귀포시 남원읍 남원리 2453-1,33.2751223,126.6986307,2018-06-12,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,CU 서귀일주대로점,편의점,,제주특별자치도 서귀포시 남원읍 일주동로 7131,제주특별자치도 서귀포시 남원읍 남원리 166,33.28286397,126.7183509,2021-08-24,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,CU 남제주점,편의점,064-764-2688,제주특별자치도 서귀포시 남원읍 태위로 673 ,제주특별자치도 서귀포시 남원읍 남원리 105,33.27907696,126.7182825,2012-02-09,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,CU 서귀에덴점,편의점,,제주특별자치도 서귀포시 남원읍 태위로 623 ,제주특별자치도 서귀포시 남원읍 남원리 1337-10,33.2777535,126.7132175,2021-10-29,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,CU 서귀남원로점,편의점,,제주특별자치도 서귀포시 남원읍 태위로723번길 31-11,제주특별자치도 서귀포시 남원읍 남원리 214-7,33.28173837,126.7209872,2017-10-25,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,포구편의점낚시,편의점,064-764-5558,제주특별자치도 서귀포시 남원읍 남원회관로 55,제주특별자치도 서귀포시 남원읍 남원리 109-1,33.27836625,126.7189798,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,남원농협하나로마트 본점,마트,064-764-8400,제주특별자치도 서귀포시 남원읍 남조로 52,제주특별자치도 서귀포시 남원읍 남원리 226,33.28432031,126.7214459,2002-10-28,13,영업중,연중무휴,(평일+주말+공휴일)08:00~21:00,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,제주남원농협,은행,064-766-1529,제주특별자치도 서귀포시 남원읍 남조로 52,제주특별자치도 서귀포시 남원읍 남원리 226,33.28432031,126.7214459,,13,영업중,토요일+일요일+공휴일,(평일)09:00~16:00,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,남원농협 하나로마트 전기차충전소,전기차충전소,1522-1782,제주특별자치도 서귀포시 남원읍 남조로 52,제주특별자치도 서귀포시 남원읍 남원리 226,33.28429801,126.7215507,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,남원 의례회관 주차장 전기차충전소,전기차충전소,,,제주특별자치도 서귀포시 남원읍 남원리 381,33.29450323,126.7111309,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,서귀포공립요양원 전기차충전소,전기차충전소,,제주특별자치도 서귀포시 남원읍 일주동로 7166,제주특별자치도 서귀포시 남원읍 남원리 1251-1,33.2829496,126.7153717,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,농업회사법인가뫼물 전기차충전소,전기차충전소,1544-4279,제주특별자치도 서귀포시 남원읍 남위남성로 168,제주특별자치도 서귀포시 남원읍 남원리 2140-6,33.28994824,126.6934588,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,남원의례회관 공영주차장,주차장,,,제주특별자치도 서귀포시 남원읍 남원리 380-1,33.29441626,126.7115338,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,동부노인복지회관 게이트볼장 앞,클린하우스,,,제주특별자치도 서귀포시 남원읍 남원리 1226-2,33.28411266,126.7153545,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,레몬비 제주남원점,편의점,,제주특별자치도 서귀포시 남원읍 일주동로 7224 1층,제주특별자치도 서귀포시 남원읍 남원리 1499-8,33.2821991,126.7086085,2016-07-06,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수망리마을,서귀포시,남원읍,수망리,수망리다목적회관,전기차충전소,1899-8852,제주특별자치도 서귀포시 남원읍 태수로 599-36,제주특별자치도 서귀포시 남원읍 수망리 311-2,33.32849513,126.7133172,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수망리마을,서귀포시,남원읍,수망리,서성로 노상공영주차장,주차장,064-760-3133,,제주특별자치도 서귀포시 남원읍 수망리 994-1,33.33663982,126.6947212,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수망리마을,서귀포시,남원읍,수망리,서성로 노상공영주차장,주차장,064-760-3133,,제주특별자치도 서귀포시 남원읍 수망리 산77-1,33.34357427,126.7111462,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수망리마을,서귀포시,남원읍,수망리,남원읍 수망리 마을회관 옆 클린하우스,클린하우스,064-760-4165,,제주특별자치도 서귀포시 남원읍 수망리 301-2,33.32834218,126.7134574,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
수망리마을,서귀포시,남원읍,수망리,물영아리오름 공중화장실,화장실,064-760-6535,,제주특별자치도 서귀포시 남원읍 수망리 산 182-7,33.36075914,126.6923646,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
수망리마을,서귀포시,남원읍,수망리,"남원읍 공설공원묘지(A,B동) 공중화장실",화장실,064-760-4136,제주특별자치도 서귀포시 남원읍 서성로 955-24,제주특별자치도 서귀포시 남원읍 수망리 산 158-3,33.33904015,126.6946216,,18,사용중,토요일+일요일+공휴일,(평일)09:00~18:00,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,위미농협하나로마트 신례점,마트,064-767-0810,제주특별자치도 서귀포시 남원읍 신례로282번길 1,제주특별자치도 서귀포시 남원읍 신례리 991-7,33.28979924,126.6303924,2013-03-25,13,영업중,연중무휴,(평일+주말+공휴일)08:30~19:30,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,신례새마을금고 본점,은행,064-767-2727,제주특별자치도 서귀포시 남원읍 신례중앙로 26,제주특별자치도 서귀포시 남원읍 신례리 1051-1,33.28866626,126.6276435,,13,영업중,토요일+일요일+공휴일,(평일)09:00~16:00,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,예촌연수네가든,전기차충전소,1833-8017,제주특별자치도 서귀포시 남원읍 신례리 신례동로 60,제주특별자치도 서귀포시 남원읍 신례리 1382-2,33.29085895,126.6343012,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,생물종다양성연구소,전기차충전소,1899-8852,제주특별자치도 서귀포시 남원읍 신례리 신례동로 338,제주특별자치도 서귀포시 남원읍 신례리 2162-43,33.31543776,126.6337046,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,신례1리마을회,전기차충전소,1544-4279,제주특별자치도 서귀포시 남원읍 신례리 신례중앙로 37,제주특별자치도 서귀포시 남원읍 신례리 1044-2,33.28812221,126.6272191,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,휴애리 ,전기차충전소,1670-2690,,제주특별자치도 서귀포시 남원읍 신례리 2075-4,33.30934297,126.6337676,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,남원신례 공영노외1주차장,주차장,064-760-3132,,제주특별자치도 서귀포시 남원읍 신례리 1044-1,33.288233,126.6275841,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,남원읍 중산간도로 휴애리 입구 클린하우스,클린하우스,064-760-4165,,제주특별자치도 서귀포시 남원읍 신례리 855-2,33.28553445,126.6341704,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,남원읍 신례천 신례교 클린하우스,클린하우스,064-760-4165,,제주특별자치도 서귀포시 남원읍 신례리 1223 앞,33.29309229,126.6250749,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,남원읍 신례리 한라산 풍경 대각선 클린하우스,클린하우스,064-760-4165,,제주특별자치도 서귀포시 남원읍 신례리 1641-5,33.294953,126.6232042,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,세븐일레븐서귀포남원신례점,편의점,,제주특별자치도 서귀포시 남원읍 신례동로 2,제주특별자치도 서귀포시 남원읍 신례리 850-11 ,33.28571511,126.6346208,2022-01-25,13,영업중,,,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,이승이오름주차장 공중화장실,화장실,064-760-4163,제주특별자치도 서귀포시 남원읍 신례천로 267-110,제주특별자치도 서귀포시 남원읍 신례리 산 12-19,33.3157371,126.6305085,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,신례보건진료소 공중화장실,화장실,064-760-6371,제주특별자치도 서귀포시 남원읍 신례중앙로 36-3,제주특별자치도 서귀포시 남원읍 신례리 1081-11,33.28794975,126.6262349,1985-10-02,18,사용중,토요일+일요일+공휴일,(평일)09:00~18:00,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,봉봉감귤체험농장,전기차충전소,1670-2690,제주특별자치도 서귀포시 남원읍 중산간동로7141번길 16,제주특별자치도 서귀포시 남원읍 신례리 719-1,33.281595,126.6298259,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,위미농협주유소,주유소,064-767-3107,제주특별자치도 서귀포시 남원읍 일주동로 7830,제주특별자치도 서귀포시 남원읍 신례리 290,33.2709194,126.6465123,2015-11-09,13,영업중,연중무휴,(평일+주말+공휴일)06:30~21:00,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,신례주유소,주유소,064-767-3001,제주특별자치도 서귀포시 남원읍 중산간동로 7097,제주특별자치도 서귀포시 남원읍 신례리 839-3,33.28465564,126.6334977,,13,영업중,연중무휴,(평일+주말+공휴일)06:00~19:00,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,남원읍 신례초등학교 서쪽 100m 클린하우스,클린하우스,064-760-4165,,제주특별자치도 서귀포시 남원읍 신례리 730-1,33.28317996,126.6291858,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,남원읍 공천포식당 동쪽 클린하우스,클린하우스,064-760-4165,,제주특별자치도 서귀포시 남원읍 신례리 26-7,33.2670813,126.643813,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,남원읍 맹사리체육공원 내 클린하우스,클린하우스,064-760-4165,,제주특별자치도 서귀포시 남원읍 신례리 74-1,33.26353811,126.639199,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,남원읍 공천포구 클린하우스,클린하우스,064-760-4165,,제주특별자치도 서귀포시 남원읍 신례리 72-19,33.26247632,126.6414975,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,씨유서귀신례점,편의점,,"제주특별자치도 서귀포시 남원읍 중산간동로 7137, 1층",제주특별자치도 서귀포시 남원읍 신례리 724-1 ,33.28313942,126.6299535,2021-06-04,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
의귀리마을,서귀포시,남원읍,의귀리,형수마트,마트,064-764-0601,제주특별자치도 서귀포시 남원읍 남조로 366,제주특별자치도 서귀포시 남원읍 의귀리 1485-1,33.31035152,126.7149981,,13,영업중,연중무휴,(평일+주말+공휴일)06:30~20:30,2022-09-30
의귀리마을,서귀포시,남원읍,의귀리,의귀새마을금고 본점,은행,064-764-4454,제주특별자치도 서귀포시 남원읍 한신로 217,제주특별자치도 서귀포시 남원읍 의귀리 1483-15,33.31007992,126.7145131,,13,영업중,토요일+일요일+공휴일,(평일)09:00~16:00,2022-09-30
의귀리마을,서귀포시,남원읍,의귀리,의귀리마을회,전기차충전소,1544-4279,제주특별자치도 서귀포시 남원읍 의귀리 한신로 207,제주특별자치도 서귀포시 남원읍 의귀리 1482-5,33.31006583,126.7132916,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
의귀리마을,서귀포시,남원읍,의귀리,의귀교회 인근 공한지 무료주차장,주차장,064-760-3133,,제주특별자치도 서귀포시 남원읍 의귀리 1515,33.31174303,126.713364,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
의귀리마을,서귀포시,남원읍,의귀리,의귀교회 인근 공한지 무료주차장,주차장,064-760-3133,,제주특별자치도 서귀포시 남원읍 의귀리 1516,33.3117268,126.7131681,,18,사용중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
의귀리마을,서귀포시,남원읍,의귀리,남원읍 수림식당 서쪽 150m 다리 클린하우스,클린하우스,064-760-4165,,제주특별자치도 서귀포시 남원읍 의귀리 1433,33.30962709,126.7126622,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
의귀리마을,서귀포시,남원읍,의귀리,남원읍 의귀리 돗물교 클린하우스,클린하우스,064-760-4165,,제주특별자치도 서귀포시 남원읍 의귀리 1628-2,33.31476164,126.7155073,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
의귀리마을,서귀포시,남원읍,의귀리,남원읍 토지식당 옆 클린하우스,클린하우스,064-760-4165,,제주특별자치도 서귀포시 남원읍 의귀리 964-1,33.30198981,126.7193497,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
의귀리마을,서귀포시,남원읍,의귀리,남원읍 의귀리사무소 주차장 클린하우스,클린하우스,064-760-4165,제주특별자치도 서귀포시 남원읍 한신로 207,제주특별자치도 서귀포시 남원읍 의귀리 1482-5,33.31034515,126.7132102,,18,사용중,연중무휴,(평일+주말+공휴일)15:00~04:00,2022-09-30
의귀리마을,서귀포시,남원읍,의귀리,씨유제주남원의귀점,편의점,064-723-7050,"제주특별자치도 서귀포시 남원읍 한신로 247-3, 1층",제주특별자치도 서귀포시 남원읍 의귀리 794번지 ,33.3114823,126.7166374,2020-01-03,13,영업중,연중무휴,(평일+주말+공휴일)00:00~24:00,2022-09-30
의귀리마을,서귀포시,남원읍,의귀리,세븐일레븐서귀포의귀점,편의점,0507-1389-9095,제주특별자치도 서귀포시 남원읍 의귀로 103,제주특별자치도 서귀포시 남원읍 의귀리 803 ,33.31007088,126.7164728,2020-07-16,13,영업중,,,2022-09-30
의귀리마을,서귀포시,남원읍,의귀리,의귀보건진료소 공중화장실,화장실,064-760-6373,제주특별자치도 서귀포시 남원읍 한신로 201,제주특별자치도 서귀포시 남원읍 의귀리 1482-20,33.31021238,126.7098951,1983-10-06,18,사용중,토요일+일요일+공휴일,(평일)09:00~18:00,2022-09-30
